"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 05 02:48:28 GMT 2024","Sat Oct 05 02:48:28 GMT 2024","125","","Links assertion on the home page","","","","validate, link contains Dropdown Editor",""
"passed","Sat Oct 05 02:48:33 GMT 2024","Sat Oct 05 02:48:33 GMT 2024","120","","Links assertion on the home page","","","","validate, link contains Typos Editor",""
"passed","Sat Oct 05 02:48:32 GMT 2024","Sat Oct 05 02:48:32 GMT 2024","129","","Links assertion on the home page","","","","validate, link contains Slow Resources Editor",""
"passed","Sat Oct 05 02:48:28 GMT 2024","Sat Oct 05 02:48:28 GMT 2024","152","","Links assertion on the home page","","","","validate, link contains Exit Intent Editor",""
"passed","Sat Oct 05 02:48:30 GMT 2024","Sat Oct 05 02:48:30 GMT 2024","131","","Links assertion on the home page","","","","validate, link contains Hovers Editor",""
"passed","Sat Oct 05 02:48:31 GMT 2024","Sat Oct 05 02:48:31 GMT 2024","117","","Links assertion on the home page","","","","validate, link contains JQuery UI Menus Editor",""
"passed","Sat Oct 05 02:48:29 GMT 2024","Sat Oct 05 02:48:30 GMT 2024","914","","Links assertion on the home page","","","","validate, link contains File Upload Editor",""
"passed","Sat Oct 05 02:48:32 GMT 2024","Sat Oct 05 02:48:32 GMT 2024","118","","Links assertion on the home page","","","","validate, link contains Shifting Content Editor",""
"passed","Sat Oct 05 02:48:30 GMT 2024","Sat Oct 05 02:48:30 GMT 2024","116","","Links assertion on the home page","","","","validate, link contains Frames Editor",""
"passed","Sat Oct 05 02:48:26 GMT 2024","Sat Oct 05 02:48:26 GMT 2024","556","","Links assertion on the home page","","","","validate, link contains A/B Testing Editor",""
"passed","Sat Oct 05 02:48:32 GMT 2024","Sat Oct 05 02:48:32 GMT 2024","119","","Links assertion on the home page","","","","validate, link contains Secure File Download Editor",""
"passed","Sat Oct 05 02:48:30 GMT 2024","Sat Oct 05 02:48:30 GMT 2024","115","","Links assertion on the home page","","","","validate, link contains Floating Menu Editor",""
"passed","Sat Oct 05 02:48:32 GMT 2024","Sat Oct 05 02:48:33 GMT 2024","118","","Links assertion on the home page","","","","validate, link contains Sortable Data Tables Editor",""
"passed","Sat Oct 05 02:48:31 GMT 2024","Sat Oct 05 02:48:31 GMT 2024","119","","Links assertion on the home page","","","","validate, link contains Key Presses Editor",""
"passed","Sat Oct 05 02:48:30 GMT 2024","Sat Oct 05 02:48:30 GMT 2024","114","","Links assertion on the home page","","","","validate, link contains Horizontal Slider Editor",""
"passed","Sat Oct 05 02:48:27 GMT 2024","Sat Oct 05 02:48:27 GMT 2024","134","","Links assertion on the home page","","","","validate, link contains Broken Images Editor",""
"passed","Sat Oct 05 02:48:31 GMT 2024","Sat Oct 05 02:48:31 GMT 2024","115","","Links assertion on the home page","","","","validate, link contains JavaScript Alerts Editor",""
"passed","Sat Oct 05 02:48:27 GMT 2024","Sat Oct 05 02:48:27 GMT 2024","132","","Links assertion on the home page","","","","validate, link contains Basic Auth Editor",""
"passed","Sat Oct 05 02:48:33 GMT 2024","Sat Oct 05 02:48:33 GMT 2024","127","","Links assertion on the home page","","","","validate, link contains Status Codes Editor",""
"passed","Sat Oct 05 02:48:32 GMT 2024","Sat Oct 05 02:48:32 GMT 2024","117","","Links assertion on the home page","","","","validate, link contains Redirect Link Editor",""
"passed","Sat Oct 05 02:48:26 GMT 2024","Sat Oct 05 02:48:27 GMT 2024","160","","Links assertion on the home page","","","","validate, link contains Add/Remove Elements Editor",""
"passed","Sat Oct 05 02:48:28 GMT 2024","Sat Oct 05 02:48:28 GMT 2024","117","","Links assertion on the home page","","","","validate, link contains Dynamic Controls Editor",""
"passed","Sat Oct 05 02:48:30 GMT 2024","Sat Oct 05 02:48:30 GMT 2024","120","","Links assertion on the home page","","","","validate, link contains Forgot Password Editor",""
"passed","Sat Oct 05 02:48:30 GMT 2024","Sat Oct 05 02:48:31 GMT 2024","116","","Links assertion on the home page","","","","validate, link contains Infinite Scroll Editor",""
