"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 28 02:34:54 GMT 2024","Fri Jun 28 02:34:54 GMT 2024","149","","Links assertion on the home page","","","","validate, link contains Inputs Editor",""
"passed","Fri Jun 28 02:34:52 GMT 2024","Fri Jun 28 02:34:52 GMT 2024","171","","Links assertion on the home page","","","","validate, link contains Exit Intent Editor",""
"passed","Fri Jun 28 02:34:51 GMT 2024","Fri Jun 28 02:34:51 GMT 2024","167","","Links assertion on the home page","","","","validate, link contains Dropdown Editor",""
"passed","Fri Jun 28 02:34:55 GMT 2024","Fri Jun 28 02:34:55 GMT 2024","174","","Links assertion on the home page","","","","validate, link contains Notification Messages Editor",""
"passed","Fri Jun 28 02:34:53 GMT 2024","Fri Jun 28 02:34:53 GMT 2024","152","","Links assertion on the home page","","","","validate, link contains Form Authentication Editor",""
"passed","Fri Jun 28 02:34:50 GMT 2024","Fri Jun 28 02:34:50 GMT 2024","159","","Links assertion on the home page","","","","validate, link contains Basic Auth Editor",""
"passed","Fri Jun 28 02:34:50 GMT 2024","Fri Jun 28 02:34:51 GMT 2024","159","","Links assertion on the home page","","","","validate, link contains Digest Authentication Editor",""
"passed","Fri Jun 28 02:34:56 GMT 2024","Fri Jun 28 02:34:57 GMT 2024","165","","Links assertion on the home page","","","","validate, link contains WYSIWYG Editor Editor",""
"passed","Fri Jun 28 02:34:49 GMT 2024","Fri Jun 28 02:34:49 GMT 2024","719","","Links assertion on the home page","","","","validate, link contains A/B Testing Editor",""
"passed","Fri Jun 28 02:34:47 GMT 2024","Fri Jun 28 02:34:47 GMT 2024","122","","API end point assertions","","","","fetch list of users",""
"passed","Fri Jun 28 02:34:51 GMT 2024","Fri Jun 28 02:34:51 GMT 2024","157","","Links assertion on the home page","","","","validate, link contains Drag and Drop Editor",""
"passed","Fri Jun 28 02:34:52 GMT 2024","Fri Jun 28 02:34:52 GMT 2024","168","","Links assertion on the home page","","","","validate, link contains File Upload Editor",""
"passed","Fri Jun 28 02:34:53 GMT 2024","Fri Jun 28 02:34:54 GMT 2024","157","","Links assertion on the home page","","","","validate, link contains Infinite Scroll Editor",""
"passed","Fri Jun 28 02:34:51 GMT 2024","Fri Jun 28 02:34:51 GMT 2024","151","","Links assertion on the home page","","","","validate, link contains Disappearing Elements Editor",""
"passed","Fri Jun 28 02:34:52 GMT 2024","Fri Jun 28 02:34:53 GMT 2024","152","","Links assertion on the home page","","","","validate, link contains Forgot Password Editor",""
"passed","Fri Jun 28 02:34:52 GMT 2024","Fri Jun 28 02:34:52 GMT 2024","144","","Links assertion on the home page","","","","validate, link contains Floating Menu Editor",""
"passed","Fri Jun 28 02:34:50 GMT 2024","Fri Jun 28 02:34:50 GMT 2024","147","","Links assertion on the home page","","","","validate, link contains Broken Images Editor",""
"passed","Fri Jun 28 02:34:52 GMT 2024","Fri Jun 28 02:34:52 GMT 2024","161","","Links assertion on the home page","","","","validate, link contains Entry Ad Editor",""
"passed","Fri Jun 28 02:34:50 GMT 2024","Fri Jun 28 02:34:50 GMT 2024","146","","Links assertion on the home page","","","","validate, link contains Checkboxes Editor",""
"passed","Fri Jun 28 02:34:56 GMT 2024","Fri Jun 28 02:34:56 GMT 2024","147","","Links assertion on the home page","","","","validate, link contains Typos Editor",""
"passed","Fri Jun 28 02:34:53 GMT 2024","Fri Jun 28 02:34:53 GMT 2024","147","","Links assertion on the home page","","","","validate, link contains Geolocation Editor",""
"passed","Fri Jun 28 02:34:54 GMT 2024","Fri Jun 28 02:34:54 GMT 2024","163","","Links assertion on the home page","","","","validate, link contains JQuery UI Menus Editor",""
"passed","Fri Jun 28 02:34:51 GMT 2024","Fri Jun 28 02:34:52 GMT 2024","162","","Links assertion on the home page","","","","validate, link contains Dynamic Loading Editor",""
"passed","Fri Jun 28 02:34:50 GMT 2024","Fri Jun 28 02:34:50 GMT 2024","144","","Links assertion on the home page","","","","validate, link contains Context Menu Editor",""
"passed","Fri Jun 28 02:34:54 GMT 2024","Fri Jun 28 02:34:54 GMT 2024","149","","Links assertion on the home page","","","","validate, link contains JavaScript Alerts Editor",""
"passed","Fri Jun 28 02:34:56 GMT 2024","Fri Jun 28 02:34:56 GMT 2024","142","","Links assertion on the home page","","","","validate, link contains Shifting Content Editor",""
"passed","Fri Jun 28 02:34:55 GMT 2024","Fri Jun 28 02:34:55 GMT 2024","149","","Links assertion on the home page","","","","validate, link contains Large & Deep DOM Editor",""
"passed","Fri Jun 28 02:34:55 GMT 2024","Fri Jun 28 02:34:55 GMT 2024","146","","Links assertion on the home page","","","","validate, link contains Nested Frames Editor",""
"passed","Fri Jun 28 02:34:50 GMT 2024","Fri Jun 28 02:34:50 GMT 2024","146","","Links assertion on the home page","","","","validate, link contains Challenging DOM Editor",""
"passed","Fri Jun 28 02:34:55 GMT 2024","Fri Jun 28 02:34:56 GMT 2024","158","","Links assertion on the home page","","","","validate, link contains Secure File Download Editor",""
"passed","Fri Jun 28 02:34:51 GMT 2024","Fri Jun 28 02:34:51 GMT 2024","163","","Links assertion on the home page","","","","validate, link contains Dynamic Content Editor",""
"passed","Fri Jun 28 02:34:53 GMT 2024","Fri Jun 28 02:34:53 GMT 2024","162","","Links assertion on the home page","","","","validate, link contains Frames Editor",""
"passed","Fri Jun 28 02:34:53 GMT 2024","Fri Jun 28 02:34:53 GMT 2024","153","","Links assertion on the home page","","","","validate, link contains Hovers Editor",""
"passed","Fri Jun 28 02:34:54 GMT 2024","Fri Jun 28 02:34:55 GMT 2024","179","","Links assertion on the home page","","","","validate, link contains Key Presses Editor",""
